gene,beta1,beta2,eigenvalue_modulus,r2,root_type,category
Acnat2,1.160945,-0.482600,0.6947,0.7304,complex,other
Acnat1,0.775391,-0.119498,0.5632,0.5119,real,other
Baat,0.403786,0.105213,0.5840,0.2362,real,other
Mrpl50,-0.303148,0.223001,0.6475,0.1893,real,other
Aldob,0.579253,-0.141243,0.3758,0.2715,complex,other
Tmem246,-0.231055,0.544668,0.8625,0.3899,real,other
Grin3a,-0.046477,0.202134,0.4734,0.0456,real,other
Ppp3r2,-0.087786,-0.182600,0.4273,0.0311,complex,other
Vma21,0.365328,0.224084,0.6901,0.2628,real,other
Olfr273,-0.100150,0.137994,0.4249,0.0307,real,other
Olfr272,-0.219229,-0.069028,0.2627,0.0457,complex,other
Abca1,0.320736,0.000314,0.3217,0.1066,real,other
AI427809,0.006673,0.351208,0.5960,0.1164,real,other
Gm10588,-0.299628,0.117156,0.5234,0.1074,real,other
Klf4,-0.082915,0.062590,0.2950,0.0113,real,stem
Actl7b,-0.009313,0.543230,0.7417,0.2986,real,other
Ikbkap,-0.238590,-0.160956,0.4012,0.0658,complex,other
Ctnnal1,-0.294956,-0.007685,0.2661,0.0840,real,other
Tmem245,0.003178,0.180866,0.4269,0.0319,real,other
Mir32,0.280269,-0.020236,0.1423,0.0776,complex,other
Frrs1l,0.433130,-0.366180,0.6051,0.2089,complex,other
Epb41l4b,0.264362,0.370018,0.7547,0.2647,real,other
Ptpn3,-0.339984,0.120653,0.5567,0.1527,real,other
Gm12526,-0.189898,0.342822,0.6881,0.1886,real,other
D630039A03Rik,0.716205,-0.285041,0.5339,0.3826,complex,other
Txn1,0.027460,0.025969,0.1755,0.0013,real,other
Txndc8,0.010343,0.413670,0.6484,0.1673,real,other
Svep1,0.205547,0.123240,0.4686,0.0692,real,other
Lpar1,0.111524,0.180359,0.4841,0.0392,real,other
Olfr267,-0.165835,0.185067,0.5210,0.0721,real,other
AI314180,0.075580,0.160276,0.4399,0.0263,real,other
Ptgr1,0.293714,0.159697,0.5726,0.1431,real,other
AI481877,0.020843,0.143367,0.3892,0.0124,real,other
Susd1,0.315433,0.176140,0.6061,0.1682,real,other
Ptbp3,0.493205,-0.136690,0.3697,0.2064,complex,other
Inip,-0.261777,-0.000474,0.2600,0.0680,real,other
Gm12542,-0.304919,0.285446,0.7081,0.2163,real,other
Slc46a2,-0.258568,-0.384479,0.6201,0.1771,complex,other
Mup4,-0.196448,-0.077596,0.2786,0.0366,complex,other
Mup5,-0.373833,0.156542,0.6245,0.2079,real,other
Mup3,-0.121781,0.033695,0.2543,0.0165,real,other
Mup21,0.219145,-0.070895,0.2663,0.0511,complex,other
Zfp37,0.662279,-0.377997,0.6148,0.3471,complex,other
Fkbp15,0.233531,0.046319,0.3616,0.0560,real,other
Cdc26,0.683528,-0.050934,0.5984,0.3978,real,other
Rnf183,0.220617,0.025891,0.3054,0.0482,real,other
Wdr31,0.149739,-0.201074,0.4484,0.0451,complex,other
Hdhd3,0.863325,-0.286345,0.5351,0.4684,complex,other
Alad,0.165313,0.314419,0.6494,0.1598,real,other
Pole3,-0.401947,0.022710,0.4522,0.1646,real,other
Ambp,0.333723,0.032901,0.4133,0.1138,real,other
Kif12,0.266894,0.018540,0.3241,0.0478,real,other
Akna,0.241370,0.219967,0.6050,0.1529,real,other
Whrn,-0.074197,-0.005671,0.0753,0.0040,complex,other
1700018C11Rik,-0.338917,-0.018434,0.2709,0.1028,real,other
Tnfsf15,0.168565,-0.017259,0.1314,0.0268,complex,other
Tnfsf8,-0.214695,0.154238,0.5145,0.0866,real,other
Tnc,0.142425,-0.217252,0.4661,0.0539,complex,other
Astn2,-0.083610,0.303663,0.5944,0.1133,real,other
Brinp1,0.002657,0.347915,0.5912,0.1165,real,other
Cdk5rap2,0.752341,-0.323649,0.5689,0.4173,complex,other
Megf9,0.290708,0.285486,0.6991,0.2567,real,other
Tle1,0.540614,-0.137542,0.3709,0.2310,complex,other
Aldoart1,-0.256086,0.231588,0.6260,0.1533,real,other
Gm11487,-0.178048,0.051765,0.3333,0.0239,real,other
Rasef,-0.043407,-0.014405,0.1200,0.0019,complex,other
2310002L09Rik,-0.065967,0.165596,0.4413,0.0301,real,other
Tmem261,0.706203,-0.078179,0.5687,0.4247,real,other
Ptprd,0.147878,0.100470,0.3994,0.0363,real,other
Mpdz,0.175337,0.022165,0.2604,0.0319,real,other
Nfib,-0.016342,0.284028,0.5412,0.0701,real,other
2310067E19Rik,0.478447,-0.048914,0.3304,0.2010,real,other
Zdhhc21,0.113541,0.360547,0.6599,0.1583,real,other
Cer1,0.040833,0.138661,0.3933,0.0224,real,other
Frem1,0.000383,0.146622,0.3831,0.0130,real,other
Ttc39b,0.482249,-0.069159,0.2630,0.1904,complex,other
Psip1,-0.281724,0.307830,0.7133,0.2405,real,other
Bnc2,0.149191,0.124485,0.4352,0.0369,real,other
Saxo1,-0.414378,0.204421,0.7045,0.2613,real,other
Haus6,-0.111250,0.473952,0.7463,0.2431,real,other
Scarna8,0.550242,0.026391,0.5946,0.2859,real,other
Plin2,0.916373,-0.289281,0.5378,0.5425,complex,other
Slc24a2,-0.219438,0.596298,0.8897,0.5378,real,other
Mllt3,0.167639,0.169648,0.5041,0.0552,real,other
Hacd4,0.074405,0.023470,0.1949,0.0035,real,other
Ifnb1,-0.193664,0.164494,0.5138,0.0800,real,other
Ifna14,-0.108016,0.326771,0.6282,0.1273,real,other
Ifna9,0.288311,0.022271,0.3516,0.0852,real,other
Mrpl48,0.047420,0.535297,0.7557,0.2474,real,other
Ifna12,-0.465729,-0.182882,0.4276,0.1791,complex,other
C87499,-0.163754,0.201231,0.5379,0.0741,real,other
Ifna13,-0.104162,0.231738,0.5363,0.0757,real,other
Ifna16,-0.123104,-0.095763,0.3095,0.0211,complex,other
Ifna2,-0.192108,0.316312,0.6666,0.1739,real,other
Ifnab,-0.131574,-0.016187,0.1272,0.0167,complex,other
Klhl9,-0.024133,-0.246286,0.4963,0.0513,complex,other
Gm13274,-0.309338,0.246130,0.6743,0.2093,real,other
Ifnz,-0.146972,0.286617,0.6139,0.1137,real,other
4930553M12Rik,-0.055613,0.113434,0.3658,0.0152,real,other
Ifne,0.318225,-0.153733,0.3921,0.0965,complex,other
Mir31,-0.055994,0.087117,0.3245,0.0076,real,other
Cdkn2a,-0.211598,-0.064396,0.2538,0.0418,complex,other
Cdkn2b,0.092293,0.446822,0.7162,0.2290,real,other
Elavl2,-0.231532,0.502076,0.8337,0.4162,real,other
Izumo3,-0.152981,0.057762,0.3287,0.0273,real,other
Tusc1,0.039748,0.171252,0.4342,0.0273,real,other
Caap1,-0.161996,0.218648,0.5556,0.0918,real,other
Plaa,-0.123874,0.179053,0.4896,0.0511,real,other
Lrrc19,-0.442372,0.068695,0.5641,0.2307,real,other
Eqtn,-0.146964,0.046252,0.3008,0.0240,real,other
Mysm1,0.235735,0.034056,0.3368,0.0615,real,other
Jun,0.131049,0.094506,0.3798,0.0253,real,other
9530080O11Rik,-0.021057,0.254038,0.5147,0.0654,real,other
Cyp2j13,-0.330806,-0.351307,0.5927,0.1771,complex,other
Cyp2j12,0.188245,0.125794,0.4611,0.0604,real,other
Cyp2j11,0.306455,0.089255,0.4890,0.1203,real,other
Cyp2j6,0.053524,0.298268,0.5736,0.1009,real,other
Cyp2j9,0.125220,0.430572,0.7218,0.2234,real,other
Cyp2j5,0.461223,-0.092161,0.3036,0.1874,complex,other
Gm12695,-0.117510,0.018358,0.2064,0.0120,real,other
Gm10192,-0.362551,0.179848,0.6425,0.2197,real,other
E130114P18Rik,0.146904,0.175681,0.4990,0.0587,real,other
Tm2d1,0.158175,0.129932,0.4481,0.0470,real,other
Kank4,-0.279408,0.417781,0.8010,0.3667,real,other
I0C0044D17Rik,0.078571,-0.162943,0.4037,0.0165,complex,other
Dock7,0.452361,0.031674,0.5140,0.2255,real,other
Itgb3bp,0.074821,-0.328989,0.5736,0.1096,complex,other
Gm10577,-0.092906,0.380580,0.6651,0.1693,real,other
Gm10576,0.033542,-0.042023,0.2050,-0.0338,complex,other
Jak1,-0.322223,0.236332,0.6733,0.2163,real,other
B020004J07Rik,-0.151697,-0.005756,0.0759,0.0175,complex,other
C130073F10Rik,0.187539,0.150569,0.4930,0.0687,real,other
Insl5,-0.262849,0.106675,0.4835,0.0970,real,other
Wdr78,-0.271475,0.070757,0.4344,0.0926,real,other
Slc35d1,0.211814,0.194489,0.5595,0.1034,real,other
4921539E11Rik,-0.074890,0.167573,0.4485,0.0305,real,other
C8a,-0.022032,0.331110,0.5865,0.0958,real,other
Prkaa2,0.541853,0.138765,0.7315,0.3673,real,other
Pcsk9,0.154544,-0.049788,0.2231,0.0170,complex,other
Bsnd,-0.133167,-0.153730,0.3921,0.0336,complex,other
Tmem61,-0.165108,0.178957,0.5136,0.0691,real,other
Lexm,0.266194,-0.261724,0.5116,0.1104,complex,other
Ttc4,-0.179567,0.241026,0.5889,0.1100,real,other
Mroh7,-0.189323,0.180973,0.5305,0.0821,real,other
Acot11,0.778503,-0.294047,0.5423,0.4165,complex,other
Mrpl37,-0.260404,-0.062672,0.2503,0.0577,complex,other
Tceanc2,-0.242819,0.422332,0.7825,0.3191,real,other
Lrrc42,-0.137402,0.446431,0.7404,0.2353,real,other
Dio1,0.347601,-0.160095,0.4001,0.1019,complex,other
Dmrtb1,0.179363,0.087927,0.3995,0.0464,real,other
Tomm22,-0.428005,0.221321,0.7308,0.3380,real,other
Lrp8os2,-0.294137,-0.079066,0.2812,0.0799,complex,other
Lrp8os1,0.215918,0.119808,0.4705,0.0736,real,other
Cpt2,0.288815,0.282390,0.6951,0.2043,real,other
Podn,0.277440,0.234030,0.6420,0.1720,real,other
Scp2,0.419014,0.102183,0.5917,0.2319,real,other
Zyg11a,-0.574604,-0.146624,0.3829,0.2705,complex,other
Zyg11b,-0.330204,0.368033,0.7938,0.3734,real,other
Fam159a,-0.175152,0.179930,0.5207,0.0730,real,other
Gpx7,-0.156223,-0.266452,0.5162,0.0853,complex,other
Prpf38a,-0.022671,-0.007548,0.0869,-0.0098,complex,other
Zfyve9,0.200057,0.349320,0.6995,0.2034,real,other
A730015C16Rik,-0.011156,0.214529,0.4688,0.0359,real,other
Osbpl9,0.287871,0.001402,0.2927,0.0757,real,other
Rnf11,-0.176175,-0.159986,0.4000,0.0427,complex,other
4930522H14Rik,-0.547147,-0.214506,0.4631,0.2479,complex,other
9630013D21Rik,-0.198402,0.154690,0.5048,0.0763,real,other
Cdkn2c,-0.007045,0.045906,0.2178,0.0003,real,other
Elavl4,0.057873,-0.158971,0.3987,0.0274,complex,other
Slc5a9,-0.244057,0.358372,0.7330,0.2651,real,other
Skint9,-0.225867,0.039539,0.3416,0.0499,real,other
Skint10,-0.059255,0.177053,0.4514,0.0360,real,other
Foxd2,0.257152,0.070655,0.4238,0.0779,real,other
Foxe3,0.289233,-0.381905,0.6180,0.1754,complex,other
Cmpk1,-0.163911,0.266428,0.6046,0.1100,real,other
Cyp4x1,-0.095366,-0.277517,0.5268,0.0815,complex,other
Cyp4a14,0.379692,-0.093087,0.3051,0.1272,complex,other
Cyp4b1,0.274335,0.246000,0.6518,0.1481,real,other
Tex38,0.130154,0.137226,0.4412,0.0386,real,other
Dmbx1,-0.115790,0.187247,0.4945,0.0462,real,other
Faah,0.021307,0.167204,0.4197,0.0265,real,other
Nsun4,-0.375118,0.057986,0.4928,0.1673,real,other
Uqcrh,0.500078,0.099050,0.6520,0.3030,real,other
Rad54l,-0.192641,-0.038954,0.1974,0.0358,complex,other
Lurap1,0.268878,-0.259748,0.5097,0.1052,complex,other
Tspan1,-0.123441,-0.156558,0.3957,0.0315,complex,other
Mast2,-0.491254,-0.016211,0.4557,0.2272,real,other
Tmem69,0.064235,0.394223,0.6608,0.1636,real,other
C530005A16Rik,0.212631,0.060855,0.3749,0.0544,real,other
Nasp,-0.058452,0.311558,0.5882,0.0957,real,other
Akr1a1,-0.350965,-0.052712,0.2296,0.1130,complex,other
Mmachc,0.914462,-0.358824,0.5990,0.4794,complex,other
Toe1,-0.185370,0.154216,0.4962,0.0709,real,other
Hpdl,0.200039,-0.068276,0.2613,0.0391,complex,other
Urod,0.114131,0.251936,0.5622,0.0825,real,other
Btbd19,-0.044527,-0.234873,0.4846,0.0567,complex,other
Plk3,0.061328,0.113909,0.3696,0.0176,real,other
Snord38a,-0.113587,0.261222,0.5710,0.0880,real,other
Snord55,0.486557,0.123107,0.6702,0.2822,real,other
Kif2c,0.034394,0.320586,0.5837,0.1036,real,other
Gm1661,-0.178166,0.292412,0.6371,0.1433,real,other
Rnf220,0.500574,-0.233042,0.4827,0.2073,complex,other
Dmap1,0.078299,0.186690,0.4730,0.0391,real,other
Klf17,0.125325,-0.084894,0.2914,0.0143,complex,other
Atp6v0b,0.626304,0.036118,0.6795,0.4258,real,other
Dph2,0.134093,0.082835,0.3626,0.0271,real,other
Ipo13,-0.004660,0.005203,0.0745,0.0001,real,other
Artn,-0.088510,0.040015,0.2491,0.0087,real,other
St3gal3,0.135890,0.211415,0.5327,0.0701,real,other
Kdm4a,0.587627,0.022008,0.6230,0.3704,real,other
Ptprf,0.383761,0.141001,0.6136,0.2005,real,other
Szt2,0.945832,-0.329098,0.5737,0.5636,complex,other
Cdc20,0.043100,-0.015758,0.1255,0.0014,complex,other
Mpl,-0.366035,-0.120746,0.3475,0.1154,complex,other
Tie1,-0.158339,0.257332,0.5926,0.1072,real,other
Tmem125,0.044272,0.174797,0.4408,0.0258,real,other
Cfap57,0.008186,0.274185,0.5277,0.0712,real,other
Olfr1342,-0.187910,0.190269,0.5402,0.0860,real,other
Olfr1338,-0.280588,0.163043,0.5678,0.1341,real,other
Olfr1329,-0.043632,0.262104,0.5342,0.0703,real,other
Olfr1328,-0.175456,0.123719,0.4502,0.0547,real,other
Gm12863,-0.412106,0.107498,0.5933,0.2207,real,other
Gm12866,-0.026727,0.018474,0.1499,-0.0016,real,other
Zfp691,0.713320,-0.128940,0.3591,0.4032,complex,other
Ermap,-0.039540,0.095776,0.3299,0.0099,real,other
4930538K18Rik,0.421968,-0.061099,0.2472,0.1633,complex,other
Ybx1,0.217143,0.220245,0.5903,0.1206,real,other
Ccdc30,0.244108,0.032323,0.3394,0.0598,real,other
Ppcs,-0.172172,-0.155975,0.3949,0.0357,complex,other
Rimkla,0.108030,0.411210,0.6975,0.1428,real,other
AA415398,0.206243,-0.112263,0.3351,0.0571,complex,other
Guca2b,-0.347920,0.365630,0.8032,0.3857,real,other
Foxo6,0.000522,-0.177832,0.4217,0.0269,complex,other
Ctps,0.401552,-0.074991,0.2738,0.1404,complex,other
Kcnq4,0.304782,0.177094,0.6000,0.1638,real,other
Mir30c-1,-0.285596,-0.020619,0.1436,0.0702,complex,other
Mir30e,-0.070421,0.046330,0.2533,0.0053,real,other
Exo5,0.215328,0.005201,0.2373,0.0399,real,other
Zfp69,0.039759,-0.250377,0.5004,0.0699,complex,other
Smap2,0.455098,-0.024316,0.3933,0.1906,real,other
Zmpste24,0.628954,-0.055433,0.5230,0.3658,real,other
Tmco2,-0.095039,0.178854,0.4731,0.0438,real,other
Rlf,-0.001356,0.312046,0.5593,0.1026,real,other
Gm12888,-0.119749,-0.076904,0.2773,0.0178,complex,other
Cap1,-0.099666,0.389226,0.6757,0.1717,real,other
Mfsd2a,0.473082,0.087567,0.6154,0.2792,real,other
Gm17244,0.039122,0.365078,0.6241,0.1116,real,other
Ppie,0.055363,0.332015,0.6046,0.1072,real,other
Bmp8a,-0.247938,0.055209,0.3896,0.0719,real,other
Oxct2a,-0.117558,0.295046,0.6051,0.1087,real,other
Macf1,-0.145412,0.438994,0.7392,0.2511,real,other
Ndufs5,-0.383272,0.259078,0.7355,0.3156,real,other
Akirin1,0.065625,-0.001929,0.0439,-0.0029,complex,other
Gm10572,0.001327,0.414577,0.6445,0.1661,real,other
D130007C19Rik,0.145546,0.115698,0.4206,0.0388,real,other
4930535I16Rik,-0.145374,0.140219,0.4541,0.0415,real,other
3100002H09Rik,-0.103425,0.197869,0.4995,0.0546,real,other
Utp11l,0.049272,0.424637,0.6767,0.1846,real,other
1110065P20Rik,0.248950,-0.199260,0.4464,0.0684,complex,other
Maneal,0.176207,-0.061057,0.2471,0.0163,complex,other
Cdca8,-0.005643,0.571928,0.7591,0.2724,real,other
Dnali1,-0.194815,0.248663,0.6055,0.1172,real,other
Zc3h12a,-0.137530,0.032624,0.2620,0.0206,real,other
Sh3d21,-0.063708,0.187461,0.4660,0.0401,real,other
Thrap3,0.135972,0.477300,0.7622,0.2214,real,other
Map7d1,0.016141,0.089347,0.3071,-0.0005,real,other
Gm8505,0.157024,-0.031435,0.1773,0.0258,complex,other
Adprhl2,0.230596,0.016318,0.2874,0.0572,real,other
Tekt2,0.201555,0.048558,0.3431,0.0485,real,other
Ago3,-0.022582,0.287478,0.5476,0.0821,real,other
Ago1,-0.092753,0.138038,0.4208,0.0273,real,other
Ago4,0.425371,0.021973,0.4719,0.1862,real,other
Tfap2e,-0.330868,0.299333,0.7370,0.2901,real,other
Ncdn,0.050168,-0.087745,0.2962,0.0010,complex,other
Zmym4,0.054636,0.511052,0.7427,0.2366,real,other
Zmym1,-0.128242,-0.026206,0.1619,0.0069,complex,other
Gja4,-0.041809,0.310909,0.5789,0.0543,real,other
Gjb3,-0.094874,-0.034231,0.1850,0.0074,complex,other
Gjb4,0.043942,0.147085,0.4061,0.0222,real,other
Gjb5,-0.265429,0.163662,0.5585,0.1339,real,other
CK137956,-0.350743,-0.129385,0.3597,0.1039,complex,other
Hmgb4,-0.017770,-0.107699,0.3282,0.0112,complex,other
Zscan20,0.420173,0.026109,0.4751,0.1896,real,other
Tlr12,0.130314,-0.509484,0.7138,0.2521,complex,other
Zfp362,0.098140,0.132388,0.4162,0.0294,real,other
Azin2,0.491813,-0.032428,0.4134,0.2339,real,other
Hpca,-0.068667,0.158477,0.4339,0.0317,real,other
S100pbp,0.060399,0.315476,0.5927,0.0940,real,other
C77080,0.858246,-0.280768,0.5299,0.4756,complex,other
Rbbp4,0.119961,0.167262,0.4733,0.0474,real,other
Zbtb8a,-0.079210,-0.178262,0.4222,0.0298,complex,other
Zbtb8b,0.262450,-0.046590,0.2158,0.0644,complex,other
Tssk3,-0.051548,0.313592,0.5864,0.0913,real,other
Lck,0.129856,0.043696,0.2838,0.0202,real,other
Fam167b,0.211451,0.025905,0.2983,0.0432,real,other
Eif3i,0.042676,0.214418,0.4849,0.0479,real,other
Iqcc,0.001524,0.280816,0.5307,0.0901,real,other
Ccdc28b,0.155482,-0.323569,0.5688,0.0765,complex,other
Txlna,0.016606,-0.098471,0.3138,0.0048,complex,other
Kpna6,-0.066817,0.208269,0.4910,0.0396,real,other
Tmem39b,-0.010431,0.243371,0.4986,0.0578,real,other
Khdrbs1,0.096267,0.391646,0.6758,0.1396,real,other
Hcrtr1,0.141339,-0.169183,0.4113,0.0417,complex,other
Tinagl1,0.096374,0.211730,0.5108,0.0478,real,other
Gm853,0.204551,0.035309,0.3162,0.0461,real,other
Serinc2,0.379365,0.203147,0.6787,0.2334,real,other
Gm10570,0.121781,-0.221430,0.4706,0.0531,complex,other
Zcchc17,0.144136,0.300969,0.6254,0.1210,real,other
Ptpru,-0.016318,-0.590663,0.7685,0.3446,complex,other
Epb41,0.170573,0.382952,0.7100,0.2210,real,other
Oprd1,-0.130656,0.000467,0.1341,0.0139,real,other
Ythdf2,0.059679,0.310637,0.5880,0.0981,real,other
Gmeb1,0.708139,-0.044349,0.6387,0.4776,real,other
Rab42,-0.154489,0.253573,0.5867,0.1400,real,other
Trnau1ap,0.308611,0.272074,0.6983,0.2416,real,other
Rcc1,0.523736,-0.073251,0.2706,0.2392,complex,other
Snora73b,0.841622,-0.269182,0.5188,0.3891,complex,other
Snora73a,0.748433,-0.180196,0.4245,0.3491,complex,other
Phactr4,-0.282379,0.273183,0.6826,0.2007,real,other
Med18,-0.171411,0.156684,0.4907,0.0562,real,other
Sesn2,-0.131757,0.163189,0.4752,0.0499,real,other
Atpif1,-0.024492,0.232887,0.4950,0.0550,real,other
Xkr8,0.214525,0.182372,0.5476,0.0919,real,other
Smpdl3b,0.218463,-0.471986,0.6870,0.2397,complex,other
Themis2,-0.025102,0.008511,0.1057,-0.0059,real,other
Ppp1r8,-0.375275,0.062734,0.5006,0.1633,real,other
Stx12,-0.146460,0.338309,0.6595,0.1566,real,other
Fam76a,0.282114,0.035746,0.3769,0.0772,real,other
Gpr3,-0.039211,0.271267,0.5408,0.0731,real,other
Sytl1,0.033825,-0.197675,0.4446,0.0377,complex,other
Tmem222,0.004376,0.280353,0.5317,0.0660,real,other
Wdtc1,0.665505,-0.055959,0.5668,0.3730,real,other
Trnp1,-0.047562,-0.141321,0.3759,0.0191,complex,other
Nudc,0.331763,0.282299,0.7225,0.1926,real,other
Sfn,0.300781,-0.217196,0.4660,0.1028,complex,other
Zdhhc18,0.394702,0.002739,0.4015,0.1364,real,other
Gm13213,-0.280835,0.294315,0.7008,0.2280,real,other
Pigv,0.130253,-0.211926,0.4604,0.0690,complex,other
Arid1a,0.353690,0.086547,0.5201,0.1562,real,chromatin
Rps6ka1,-0.098362,0.262084,0.5635,0.0845,real,other
Lin28a,-0.279203,-0.174619,0.4179,0.0835,complex,stem
Cd52,0.333507,0.051608,0.4486,0.1213,real,other
Sh3bgrl3,0.457682,-0.073719,0.2715,0.1671,complex,other
Cep85,-0.330597,0.042281,0.4291,0.1235,real,other
Gm7534,-0.160972,-0.166280,0.4078,0.0405,complex,other
Catsper4,0.220938,-0.492440,0.7017,0.2566,complex,other
Cnksr1,-0.062386,-0.214158,0.4628,0.0487,complex,other
Zfp593,-0.164134,0.289006,0.6259,0.1295,real,other
Grrp1,-0.196176,-0.020478,0.1431,0.0369,complex,other
Pdik1l,-0.102091,0.112152,0.3898,0.0234,real,other
Extl1,0.797313,-0.258769,0.5087,0.4197,complex,other
Mtfr1l,0.041602,0.217607,0.4877,0.0412,real,other
Sepn1,-0.343778,0.083664,0.5084,0.1438,real,other
Man1c1,-0.125573,0.015523,0.2023,0.0137,real,other
Ldlrap1,0.273822,0.077925,0.4478,0.0912,real,other
Tmem57,1.024033,-0.362466,0.6021,0.6271,complex,other
Tmem50a,0.298844,-0.046230,0.2150,0.0690,complex,other
Clic4,0.677388,-0.162259,0.4028,0.3574,complex,other
Srrm1,-0.125512,0.058837,0.3133,0.0178,real,other
Ncmap,-0.541468,-0.381084,0.6173,0.2780,complex,other
Rcan3,0.003202,-0.413389,0.6430,0.1357,complex,other
Nipal3,0.356899,0.120373,0.5686,0.1801,real,other
Grhl3,-0.029714,-0.075098,0.2740,0.0044,complex,other
Pnrc2,1.083108,-0.417320,0.6460,0.6769,complex,other
Lypla2,0.306666,0.162417,0.5845,0.1525,real,other
Pithd1,0.120999,0.436956,0.7243,0.2456,real,other
Tceb3,-0.029699,0.374400,0.6269,0.1387,real,other
Kdm1a,-0.091069,0.370826,0.6562,0.1517,real,chromatin
Ephb2,0.025303,0.131798,0.3759,0.0085,real,other
C1qb,-0.152781,0.095451,0.3946,0.0360,real,other
C1qc,-0.144740,0.324415,0.6465,0.1403,real,other
C1qa,0.200785,0.074158,0.3906,0.0491,real,other
Epha8,0.041561,0.093820,0.3278,0.0096,real,other
Zbtb40,0.192743,-0.434525,0.6592,0.2006,complex,other
Cdc42,-0.135353,0.288806,0.6093,0.0933,real,other
Cela3a,0.069403,-0.134098,0.3662,0.0205,complex,other
Cela3b,0.178251,-0.352162,0.5934,0.1373,complex,other
Ldlrad2,0.270732,-0.007367,0.2400,0.0709,real,other
Alpl,0.794784,-0.090087,0.6578,0.5073,real,other
Pink1,-0.036136,0.263418,0.5316,0.0653,real,other
Cda,1.031037,-0.451240,0.6717,0.5774,complex,other
Fam43b,-0.080488,0.124080,0.3948,0.0232,real,other
Vwa5b1,0.024246,0.258494,0.5207,0.0618,real,other
Ubxn10,-0.122754,0.289909,0.6033,0.0780,real,other
Pla2g2f,0.011725,0.049152,0.2276,-0.0008,real,other
Pla2g5,-0.122754,0.208705,0.5223,0.0653,real,other
Otud3,0.171336,0.018482,0.2464,0.0301,real,other
Htr6,-0.317916,0.196898,0.6303,0.1672,real,other
Nbl1,-0.116570,-0.318897,0.5647,0.1029,complex,other
Minos1,0.142242,0.082925,0.3677,0.0272,real,other
Gm16287,-0.306857,0.002865,0.3159,0.0893,real,other
Pqlc2,0.034978,0.089956,0.3179,0.0086,real,other
Pax7,-0.073706,0.235669,0.5237,0.0576,real,other
Klhdc7a,0.686583,-0.273885,0.5233,0.3464,complex,other
Igsf21,0.137941,-0.137479,0.3708,0.0250,complex,other
Gm9867,0.025082,0.430965,0.6691,0.1333,real,other
Arhgef10l,0.540137,0.000965,0.5419,0.2947,real,other
Padi6,-0.066952,0.298484,0.5808,0.0990,real,other
Padi4,-0.189892,0.250547,0.6044,0.1213,real,other
Padi3,0.544436,-0.230344,0.4799,0.2355,complex,other
Padi1,-0.044110,0.076472,0.2995,0.0015,real,other
Crocc,-0.497172,-0.303534,0.5509,0.2067,complex,other
Necap2,0.097074,0.292937,0.5919,0.1116,real,other
Szrd1,0.290119,0.024553,0.3586,0.0755,real,other
C630004L07Rik,-0.559406,-0.084840,0.2913,0.2712,complex,other
Clcnka,0.137173,-0.097416,0.3121,0.0200,complex,other
Clcnkb,-0.121327,0.282975,0.5961,0.0539,real,other
Gm694,0.073018,-0.006428,0.0802,0.0046,complex,other
Spen,0.075988,0.117733,0.3832,0.0087,real,other
Fblim1,0.055135,0.053737,0.2610,0.0035,real,other
Tmem82,0.018597,0.077306,0.2875,0.0047,real,other
Slc25a34,0.094216,0.380778,0.6660,0.1588,real,other
Plekhm2,-0.118828,0.145342,0.4453,0.0332,real,other
Dnajc16,-0.454439,0.062584,0.5652,0.2320,real,other
Cela2a,-0.109619,0.123897,0.4110,0.0217,real,other
Ctrc,-0.125775,0.420654,0.7145,0.2087,real,other
Efhd2,1.002117,-0.358485,0.5987,0.6220,complex,other
Fhad1,0.151476,-0.238582,0.4884,0.0580,complex,other
Tmem51,0.207853,0.038432,0.3258,0.0474,real,other
Kazn,-0.014744,-0.239507,0.4894,0.0567,complex,other
Prdm2,0.034838,0.120802,0.3654,0.0166,real,other
Pdpn,-0.252134,0.096594,0.4615,0.0812,real,other
Oog4,-0.129096,0.098716,0.3853,0.0204,real,other
Trappc2,0.289591,0.406126,0.7983,0.3651,real,other
Gm13089,-0.183061,-0.017000,0.1304,0.0284,complex,other
Oog3,0.146734,0.180049,0.5040,0.0598,real,other
Pramel5,-0.240042,0.021591,0.3097,0.0598,real,other
Gm13125,0.045142,-0.045906,0.2143,0.0036,complex,other
Pramef12,-0.057278,-0.070003,0.2646,0.0072,complex,other
1700012P22Rik,-0.269770,0.160280,0.5573,0.1287,real,other
Gm9944,-0.138639,0.106069,0.4023,0.0335,real,other
Gm13178,-0.297465,0.028888,0.3746,0.0942,real,other
Vps13d,-0.133022,0.259108,0.5799,0.0940,real,other
Tnfrsf1b,0.373070,0.000779,0.3751,0.1347,real,other
Tnfrsf8,0.006536,0.119125,0.3484,0.0132,real,other
Zfp979,-0.158633,0.031458,0.2736,0.0277,real,other
Rps19-ps3,0.113992,0.066758,0.3216,0.0182,real,other
Zfp933,-0.069365,0.120683,0.3838,0.0153,real,other
Miip,0.079230,0.249616,0.5408,0.0689,real,other
Mfn2,0.096954,0.193998,0.4916,0.0502,real,other
Plod1,0.509494,0.130522,0.6968,0.3399,real,other
Clcn6,0.759411,-0.111897,0.5594,0.4650,real,other
Agtrap,0.612123,-0.351939,0.5932,0.2907,complex,other
Draxin,0.058793,-0.087639,0.2960,-0.0012,complex,other
Fbxo6,0.785948,-0.035889,0.7373,0.5840,real,other
