gene,beta1,beta2,eigenvalue_modulus,r2,root_type,category
Teddm1a,-0.272383,0.053597,0.4048,0.0851,real,other
Glul,0.738662,-0.089901,0.5850,0.4909,real,other
Zfp648,-0.314705,-0.146951,0.3833,0.0888,complex,other
Stx6,0.314959,0.086297,0.4908,0.1150,real,other
Acbd6,0.105752,-0.112928,0.3360,0.0213,complex,other
Tor1aip2,0.496112,0.072443,0.6141,0.2582,real,other
Nphs2,0.100712,0.456571,0.7279,0.2320,real,other
Abl2,0.041164,0.180745,0.4462,0.0356,real,other
2810417H13Rik,-0.089171,0.042771,0.2561,0.0101,real,other
Angptl1,-0.098915,0.065753,0.3106,0.0149,real,other
Gm10531,-0.036206,0.367723,0.6248,0.1454,real,other
2810025M15Rik,0.074873,-0.003492,0.0591,-0.0004,complex,other
BC026585,0.376678,0.020666,0.4253,0.1480,real,other
Sec16b,-0.196753,0.206573,0.5634,0.0990,real,other
Astn1,-0.206687,0.440907,0.7753,0.3018,real,other
Mir488,0.386333,0.046404,0.4825,0.1462,real,other
Rfwd2,-0.120118,0.227797,0.5411,0.0736,real,other
Tnr,0.088582,-0.053428,0.2311,0.0041,complex,other
Gm10530,0.014133,0.246032,0.5031,0.0602,real,other
4930523C07Rik,0.220836,0.166643,0.5333,0.0831,real,other
Mrps14,-0.158284,0.112436,0.4237,0.0427,real,other
Rc3h1,0.332476,-0.073469,0.2711,0.0967,complex,other
Serpinc1,0.595229,-0.044081,0.5085,0.3127,real,other
Gas5,0.084662,0.199711,0.4912,0.0389,real,other
Snord47,0.268118,0.207380,0.6088,0.0582,real,other
Cenpl,0.271303,0.243658,0.6476,0.1743,real,other
Ankrd45,-0.256412,0.059503,0.4038,0.0791,real,other
Tnfsf4,-0.054831,-0.033673,0.1835,0.0018,complex,other
Tnfsf18,0.037271,0.085005,0.3108,0.0020,real,other
Pigc,0.350898,0.078988,0.5068,0.1595,real,other
Dnm3os,-0.017153,-0.284986,0.5338,0.0714,complex,other
Gm10176,-0.164854,0.444420,0.7542,0.2758,real,other
Vamp4,-0.315286,0.085376,0.4896,0.1177,real,other
Myoc,-0.041731,0.179682,0.4453,0.0297,real,other
Kifap3,0.497556,-0.144001,0.3795,0.2058,complex,other
Scyl3,-0.033411,0.346391,0.6055,0.1217,real,other
Mettl18,0.306733,0.122704,0.5358,0.1339,real,other
Sele,0.217957,0.211986,0.5821,0.1241,real,other
Sell,0.245349,-0.462642,0.6802,0.2451,complex,other
Selp,0.114229,0.032611,0.2465,0.0140,real,other
F5,0.186582,0.249502,0.6014,0.1155,real,other
Slc19a2,0.418505,0.036894,0.4933,0.1928,real,other
Ccdc181,0.084191,0.497588,0.7487,0.2350,real,other
Nme7,0.190369,0.534856,0.8327,0.2886,real,other
Dpt,-0.117909,0.195110,0.5046,0.0405,real,other
Gpr161,-0.181564,0.325643,0.6686,0.1706,real,other
Mpc2,-0.081291,0.545860,0.7806,0.3072,real,other
Adcy10,0.112312,-0.375139,0.6125,0.1393,complex,other
Creg1,0.711597,-0.205668,0.4535,0.3728,complex,other
Cd247,0.017820,-0.045834,0.2141,0.0024,complex,other
Gpa33,-0.235190,0.343997,0.7158,0.2165,real,other
Ildr2,0.143203,0.041552,0.2877,0.0177,real,other
Tada1,-0.021821,0.186786,0.4432,0.0357,real,other
Fam78b,0.230958,-0.138105,0.3716,0.0545,complex,other
Tmco1,0.004743,0.491396,0.7034,0.2364,real,other
Aldh9a1,0.019950,0.124327,0.3627,0.0145,real,other
Rxrg,0.478960,-0.002250,0.4742,0.2129,real,other
Lmx1a,-0.349253,0.267480,0.7205,0.2455,real,other
Rgs5,0.185106,0.290646,0.6396,0.1433,real,other
Ccdc190,0.335857,-0.048081,0.2193,0.1067,complex,other
Sh2d1b2,0.420131,-0.263829,0.5136,0.1702,complex,other
Sh2d1b1,0.177056,-0.096540,0.3107,0.0336,complex,other
1700015E13Rik,0.075771,-0.397175,0.6302,0.1625,complex,other
Nos1ap,0.316070,-0.160972,0.4012,0.0585,complex,other
Olfml2b,-0.097312,-0.198137,0.4451,0.0398,complex,other
Dusp12,0.311419,0.254022,0.6832,0.2419,real,other
Gm10522,0.142496,0.222191,0.5480,0.0842,real,other
Fcgr4,0.053433,0.149447,0.4142,0.0258,real,other
Cfap126,0.204112,0.395304,0.7390,0.2264,real,other
Mpz,-0.196377,0.375666,0.7189,0.1535,real,other
Nr1i3,0.746481,-0.321428,0.5669,0.3910,complex,other
Apoa2,0.475381,0.070319,0.5938,0.2501,real,other
Adamts4,-0.039692,0.033434,0.2038,0.0027,real,other
B4galt3,-0.387180,0.139218,0.6139,0.2283,real,other
Dedd,0.302561,0.227835,0.6520,0.1696,real,other
Pfdn2,0.091065,0.136476,0.4178,0.0247,real,other
Nectin4,-0.194375,0.025974,0.2854,0.0380,real,other
Arhgap30,-0.117606,-0.060388,0.2457,0.0062,complex,other
Usf1,-0.005820,0.248542,0.5015,0.0617,real,other
F11r,0.567194,-0.284859,0.5337,0.2268,complex,other
Alyref2,0.114528,0.299523,0.6075,0.1179,real,other
Cd48,-0.431513,-0.183801,0.4287,0.1928,complex,other
Tma7,0.382533,0.171956,0.6479,0.2509,real,other
Slamf1,-0.386421,-0.298308,0.5462,0.1688,complex,other
Cd84,0.046428,0.293293,0.5653,0.0888,real,other
Gm10521,-0.159185,0.008111,0.1998,0.0225,real,other
Slamf6,0.300559,-0.425177,0.6521,0.2166,complex,other
Copa,-0.088104,0.133879,0.4126,0.0196,real,other
Pex19,-0.050269,0.318241,0.5898,0.0994,real,other
Dcaf8,0.497426,0.046606,0.5781,0.2017,real,other
Igsf8,0.098989,0.107741,0.3814,0.0221,real,other
Kcnj10,0.368064,-0.016643,0.3153,0.1263,real,other
Pigm,-0.433432,-0.217365,0.4662,0.1590,complex,other
Slamf9,0.075925,0.354742,0.6348,0.1370,real,other
Igsf9,-0.356021,-0.214938,0.4636,0.1269,complex,other
Tagln2,0.044684,0.477063,0.7134,0.2396,real,other
Cfap45,0.036186,-0.113236,0.3365,0.0081,complex,other
Vsig8,-0.126420,0.283513,0.5994,0.1075,real,other
Crp,0.672635,-0.278392,0.5276,0.3733,complex,other
Olfr16,-0.127943,0.036299,0.2649,0.0181,real,other
Olfr218,-0.087071,0.103660,0.3684,0.0187,real,other
Olfr1404,-0.219947,0.092908,0.4340,0.0663,real,other
Olfr418,-0.133407,0.262116,0.5830,0.0996,real,other
Aim2,0.510909,-0.132730,0.3643,0.2081,complex,other
Pyhin1,0.149935,-0.347024,0.5891,0.1242,complex,other
Pydc3,-0.001008,0.228097,0.4781,0.0478,real,other
Olfr433,-0.322749,0.246636,0.6836,0.2341,real,other
Olfr432,-0.142575,0.321337,0.6426,0.1380,real,other
Olfr430,-0.119099,0.076729,0.3429,0.0212,real,other
Olfr429,-0.120213,0.172106,0.4793,0.0472,real,other
Olfr424,-0.131177,0.046252,0.2904,0.0193,real,other
Olfr421-ps1,-0.121459,-0.001291,0.1097,0.0134,real,other
Olfr420,-0.153541,0.333026,0.6589,0.1580,real,other
Spta1,-0.208142,0.302192,0.6636,0.1588,real,other
Mptx1,-0.148886,0.051345,0.3130,0.0240,real,other
Olfr417,-0.070979,0.118682,0.3818,0.0185,real,other
Olfr248,-0.066666,0.070016,0.3000,0.0096,real,other
Olfr414,-0.020434,0.333888,0.5881,0.0997,real,other
Olfr220,-0.139067,0.177591,0.4966,0.0583,real,other
Fmn2,0.115045,0.350952,0.6527,0.1516,real,other
Kmo,0.786516,-0.188321,0.4340,0.4186,complex,other
Wdr64,-0.081187,0.452242,0.7143,0.1978,real,other
Exo1,0.099313,-0.039313,0.1983,0.0087,complex,other
Sdccag8,0.598624,0.056969,0.6821,0.4071,real,other
Zbtb18,-0.093662,0.356950,0.6461,0.1447,real,other
1700016C15Rik,-0.301457,-0.237609,0.4875,0.1245,complex,other
Gm16432,-0.113138,-0.242194,0.4921,0.0683,complex,other
Desi2,1.209442,-0.538855,0.7341,0.7273,complex,other
Gm9982,0.750716,-0.121191,0.5157,0.4666,real,other
Efcab2,-0.221936,0.183556,0.5535,0.1046,real,other
Kif26b,0.511921,-0.058530,0.3395,0.2354,real,other
Cnst,0.342914,0.196492,0.6467,0.2237,real,other
Sccpdh,-0.015288,-0.164190,0.4052,0.0259,complex,other
Gm10518,-0.047263,0.087980,0.3212,0.0097,real,other
Cdc42bpa,0.040386,0.369393,0.6283,0.1173,real,other
Itpkb,0.200368,0.081253,0.4023,0.0484,real,other
Parp1,0.061664,0.427258,0.6852,0.1897,real,dna_repair
Lin9,0.108985,0.276323,0.5830,0.0915,real,other
Acbd3,-0.030733,0.002884,0.0712,0.0009,real,other
G370120E05Rik,0.007294,-0.045647,0.2137,0.0019,complex,other
Sde2,-0.370503,0.124442,0.5837,0.1889,real,other
Lefty2,-0.023584,-0.511313,0.7151,0.2527,complex,other
Pycr2,-0.229999,0.120307,0.4804,0.0639,real,other
Lefty1,0.061529,-0.011911,0.1091,0.0037,complex,other
Tmem63a,0.171960,-0.068028,0.2608,0.0248,complex,other
9130409I23Rik,0.669480,-0.256244,0.5062,0.3154,complex,other
Cnih4,0.029204,0.313573,0.5748,0.0816,real,other
A430110L20Rik,0.058625,0.082805,0.3186,0.0063,real,other
Haus5,0.505006,-0.052359,0.3593,0.2239,real,other
Cnih3,-0.522779,-0.304547,0.5519,0.2212,complex,other
Dnah14,-0.116495,-0.045736,0.2139,0.0086,complex,other
Srp9,-0.203663,0.207347,0.5684,0.0866,real,other
Trp53bp2,0.222192,-0.101439,0.3185,0.0483,complex,other
Capn8,0.381961,0.060428,0.5023,0.1687,real,other
Susd4,-0.223034,0.057470,0.3759,0.0588,real,other
Dusp10,0.635420,-0.138812,0.3726,0.3290,complex,other
Rab3gap2,-0.357268,0.340084,0.7885,0.3917,real,other
Mir194-1,-0.154678,0.609149,0.8616,0.4713,real,other
Mir215,0.018605,-0.105830,0.3253,-0.0047,complex,other
Bpnt1,0.309411,0.293167,0.7178,0.2585,real,other
Eprs,0.099271,0.394274,0.6795,0.2075,real,other
Slc30a10,1.287707,-0.642813,0.8018,0.7841,complex,other
D1Pas1,0.003494,-0.221946,0.4711,0.0480,complex,other
Gpatch2,0.077957,0.243365,0.5338,0.0677,real,other
Esrrg,-0.078087,0.080372,0.3252,0.0107,real,other
Ush2a,-0.050740,0.467633,0.7097,0.2290,real,other
Ptpn14,0.045766,-0.404987,0.6364,0.1525,complex,other
Angel2,0.297564,0.245697,0.6663,0.2193,real,other
A230020J21Rik,0.049309,0.067213,0.2851,0.0049,real,other
Spata45,0.130620,-0.145076,0.3809,0.0340,complex,other
Nsl1,-0.321278,0.242751,0.6789,0.2310,real,other
Batf3,-0.224669,0.450278,0.7927,0.3285,real,other
D730003I15Rik,0.492692,-0.147731,0.3844,0.1967,complex,other
Tmem206,0.599798,-0.182591,0.4273,0.2691,complex,other
Ints7,0.330024,0.109053,0.5342,0.1516,real,other
Lpgat1,0.423960,0.172909,0.6787,0.2647,real,other
Nek2,0.246966,-0.156186,0.3952,0.0626,complex,other
Slc30a1,0.480142,-0.211193,0.4596,0.1950,complex,other
Gm10516,-0.045156,-0.086840,0.2947,0.0086,complex,other
Kcnh1,-0.115098,0.484210,0.7558,0.2514,real,other
Irf6,0.870469,-0.206638,0.4546,0.5547,complex,other
A130010J15Rik,-0.331195,0.151569,0.5887,0.1756,real,other
Lamb3,0.050289,-0.348672,0.5905,0.1327,complex,other
Plxna2,0.039199,0.375225,0.6325,0.1468,real,other
Cd34,0.289702,0.047781,0.4071,0.0767,real,other
A330023F24Rik,-0.142120,-0.137403,0.3707,0.0343,complex,other
Xkr4,-0.028335,0.599737,0.7887,0.3683,real,other
Rp1,-0.060579,0.114977,0.3707,0.0068,real,other
Sox17,-0.061259,0.038168,0.2284,0.0021,real,other
Mrpl15,0.432238,0.142072,0.6506,0.2396,real,other
Hmgb3,0.542298,-0.206289,0.4542,0.2338,complex,other
Rgs20,-0.027119,-0.012265,0.1107,0.0007,complex,other
Npbwr1,-0.425245,0.032048,0.4906,0.2113,real,other
4732440D04Rik,0.172690,0.126189,0.4519,0.0534,real,other
Sntg1,-0.176279,0.034936,0.2948,0.0279,real,other
Cks2,0.506416,0.155830,0.7222,0.3999,real,other
Mybl1,0.008409,0.265611,0.5196,0.0728,real,other
Vcpip1,-0.007395,0.254502,0.5082,0.0576,real,other
Rpa3,-0.053595,0.348806,0.6180,0.1224,real,other
Snord87,-0.099880,-0.066158,0.2572,0.0101,complex,other
Tcf24,-0.078477,0.156154,0.4363,0.0309,real,other
Ppp1r42,0.308132,-0.434590,0.6592,0.2303,complex,other
Cops5,-0.247013,0.259516,0.6477,0.1617,real,other
Arfgef1,0.085615,0.359708,0.6441,0.1456,real,other
Cpa6,0.236290,0.193542,0.5737,0.1207,real,other
Slco5a1,-0.160713,-0.088194,0.2970,0.0230,complex,other
Prdm14,-0.348210,0.048719,0.4552,0.1273,real,other
Ncoa2,0.291717,0.278240,0.6931,0.1864,real,other
Tram1,0.372147,0.035958,0.4517,0.1439,real,other
Lactb2,-0.168489,0.055092,0.3336,0.0322,real,other
Eya1,0.016263,0.328625,0.5814,0.1098,real,other
Msc,0.182900,0.014239,0.2418,0.0340,real,other
Sumo2,0.353104,0.218980,0.6767,0.2248,real,other
Trpa1,-0.271673,0.091581,0.4675,0.0965,real,other
Sbspon,-0.128528,0.081967,0.3577,0.0223,real,other
4930444P10Rik,-0.239353,0.390249,0.7557,0.2522,real,other
Rpl7,0.356839,0.266352,0.7245,0.2931,real,other
Stau2,0.430997,0.017059,0.4675,0.1784,real,other
Ube2w,-0.300511,-0.049650,0.2228,0.0810,complex,other
Tceb1,0.013280,0.198285,0.4520,0.0396,real,other
Jph1,0.166143,0.196819,0.5344,0.0795,real,other
Crisp4,-0.171316,-0.049432,0.2223,0.0275,complex,other
Defb44-ps,0.135798,0.117009,0.4166,0.0340,real,other
Defb18,-0.223945,0.261331,0.6353,0.1585,real,other
Defb41,-0.131390,0.085143,0.3648,0.0261,real,other
Pkhd1,-0.003799,0.440056,0.6653,0.1603,real,other
Il17f,-0.238479,0.340158,0.7145,0.2169,real,other
Mcm3,0.477045,-0.020824,0.4284,0.2178,real,other
Tram2,-0.014355,0.407049,0.6452,0.1696,real,other
Gm4956,0.919679,-0.282448,0.5315,0.5432,complex,other
Kcnq5,0.116382,0.052936,0.2955,0.0127,real,other
Eif3m,-0.149020,0.457676,0.7551,0.2646,real,other
Rims1,0.100684,0.115395,0.3938,0.0254,real,other
4933415F23Rik,-0.024180,-0.530518,0.7284,0.2946,complex,other
Gm6420,-0.143695,-0.244202,0.4942,0.0710,complex,other
Ogfrl1,0.182382,0.203241,0.5511,0.0905,real,other
Smap1,-0.016440,0.490823,0.7089,0.2165,real,other
Fam135a,-0.346110,0.130679,0.5738,0.1897,real,other
Col19a1,-0.229079,0.430468,0.7806,0.3115,real,other
COX2,-0.515558,-0.166998,0.4087,0.2060,complex,other
Adgrb3,0.061847,0.376876,0.6456,0.1560,real,other
4931408C20Rik,-0.181652,0.193008,0.5394,0.0855,real,other
Lsm5,-0.080701,0.005215,0.1231,0.0030,real,other
Gm597,0.150923,0.017708,0.2284,0.0223,real,other
Gm9898,-0.186879,0.286151,0.6365,0.1450,real,other
Phf3,0.058023,0.278259,0.5573,0.0721,real,other
4931428L18Rik,-0.138982,0.603586,0.8495,0.3693,real,other
Prim2,0.133230,0.356945,0.6678,0.1501,real,other
Bag2,0.202925,-0.148162,0.3849,0.0513,complex,other
Zfp451,-0.135438,0.074601,0.3491,0.0225,real,other
Gm15455,-0.242576,0.388408,0.7562,0.2603,real,other
Bend6,-0.149868,0.018063,0.2288,0.0236,real,other
Ccdc115,0.459485,0.001338,0.4624,0.2445,real,other
Prss40,-0.169515,-0.218890,0.4679,0.0656,complex,other
1700101I19Rik,-0.191221,-0.007186,0.1398,0.0319,real,other
Fam168b,0.734139,-0.228566,0.4781,0.3834,complex,other
Uggt1,0.320641,0.086925,0.4959,0.1243,real,other
Neurl3,0.425414,0.068771,0.5504,0.1901,real,other
Kansl3,0.138443,0.032855,0.2632,0.0188,real,other
Lman2l,0.453485,0.101059,0.6172,0.2612,real,other
Ankrd23,1.189517,-0.525785,0.7251,0.7621,complex,other
Ankrd39,0.204290,-0.065518,0.2560,0.0271,complex,other
Sema4c,0.338929,0.131462,0.5697,0.1659,real,other
Fam178b,0.026377,0.398226,0.6444,0.1473,real,other
Actr1b,0.148954,0.437723,0.7403,0.2412,real,other
Tmem131,-0.200448,0.043174,0.3309,0.0467,real,other
Coa5,0.282153,0.123188,0.5193,0.1209,real,other
Mgat4a,0.140343,-0.030759,0.1754,0.0097,complex,other
2010300C02Rik,0.142126,0.288416,0.6128,0.1052,real,other
Tsga10,-0.361767,-0.317957,0.5639,0.1704,complex,other
Mitd1,-0.059301,0.283468,0.5629,0.0927,real,other
Lyg2,-0.150659,-0.104967,0.3240,0.0287,complex,other
Lyg1,0.248670,-0.182600,0.4273,0.0758,complex,other
Txndc9,0.160696,0.300077,0.6340,0.1378,real,other
Rev1,0.660744,-0.057084,0.5585,0.3963,real,other
Aff3,-0.211078,-0.209900,0.4581,0.0728,complex,other
Lonrf2,0.086084,0.075623,0.3214,0.0141,real,other
Chst10,-0.132287,-0.225226,0.4746,0.0514,complex,other
Tbc1d8,-0.054097,-0.004821,0.0694,0.0024,complex,other
Rnf149,0.590659,0.073713,0.6965,0.3276,real,other
Creg2,0.444403,-0.190439,0.4364,0.1562,complex,other
Rfx8,0.203279,0.323976,0.6798,0.1636,real,other
Mfsd9,0.303526,0.094311,0.4943,0.1201,real,other
Pantr1,0.028983,0.128786,0.3737,0.0157,real,other
Tgfbrap1,-0.049739,0.505926,0.7366,0.2633,real,other
Fhl2,-0.137412,-0.087930,0.2965,0.0192,complex,other
Uxs1,0.739333,-0.097605,0.5673,0.4480,real,other
Mettl21c,-0.220196,0.351392,0.7130,0.2283,real,other
Tex30,0.020676,0.215220,0.4744,0.0385,real,other
Kdelc1,0.193882,0.397173,0.7346,0.2416,real,other
Mettl21e,-0.162020,0.124237,0.4427,0.0477,real,other
Col5a2,0.037090,0.333138,0.5960,0.1036,real,other
Slc40a1,0.220559,0.033176,0.3232,0.0529,real,other
Stk-ps2,-0.015561,0.082441,0.2950,0.0038,real,other
Slc39a10,0.366508,-0.074860,0.2736,0.0948,complex,other
Nabp1,0.464061,0.093671,0.6161,0.2702,real,other
Myo1b,0.666386,0.060379,0.7472,0.5037,real,other
Gls,-0.499729,0.089709,0.6399,0.3196,real,other
Nab1,0.118689,0.397245,0.6924,0.1943,real,other
Mfsd6,0.094487,0.004608,0.1299,-0.0021,real,other
Inpp1,-0.288120,0.366376,0.7663,0.3115,real,other
1700019D03Rik,-0.358447,0.072889,0.5033,0.1526,real,other
1700019A02Rik,-0.231424,0.003253,0.2447,0.0534,real,other
Pms1,0.356288,-0.079658,0.2822,0.1192,complex,other
Asnsd1,0.589392,-0.162412,0.4030,0.2778,complex,other
Dnah7a,-0.185527,0.100370,0.4229,0.0491,real,other
Stk17b,-0.242327,0.197187,0.5815,0.1347,real,other
Hecw2,-0.109771,0.068347,0.3220,0.0257,real,other
Gtf3c3,-0.124962,0.511612,0.7805,0.3159,real,other
Pgap1,0.618874,-0.015752,0.5923,0.3823,real,other
Ankrd44,0.123073,0.290202,0.6037,0.1053,real,other
Sf3b1,0.274999,0.179895,0.5834,0.1145,real,other
E330011M16Rik,-0.204396,-0.187290,0.4328,0.0628,complex,other
Hspd1,0.222524,0.337939,0.7031,0.2169,real,other
Atp5l,-0.008213,-0.041857,0.2046,-0.0011,complex,other
Rftn2,0.155847,0.280209,0.6130,0.1152,real,other
Boll,-0.103388,0.058883,0.2998,0.0109,real,other
Hsfy2,0.003152,0.036647,0.1930,-0.0003,real,other
Satb2,-0.205366,-0.201557,0.4490,0.0636,complex,other
Tyw5,0.191109,0.429875,0.7581,0.2637,real,other
Kctd18,0.283985,-0.296533,0.5445,0.1302,complex,other
Clk1,0.623221,-0.141649,0.3764,0.3129,complex,other
Ppil3,-0.130172,0.434207,0.7272,0.2299,real,other
Orc2,-0.337870,0.174486,0.6195,0.1908,real,other
Fam126b,0.145179,0.204916,0.5310,0.0719,real,other
Als2cr12,0.242246,-0.076227,0.2761,0.0437,complex,other
Trak2,0.176025,0.371526,0.7039,0.2128,real,other
Als2cr11,0.100637,-0.134751,0.3671,0.0213,complex,other
Tmem237,-0.346279,-0.076272,0.2762,0.1009,complex,other
Mpp4,0.410364,-0.037035,0.2763,0.1447,real,other
Als2,0.498911,0.048310,0.5819,0.2657,real,other
Sumo1,-0.021844,0.215720,0.4755,0.0465,real,other
Ica1l,0.020437,-0.076392,0.2764,0.0026,complex,other
Wdr12,0.457303,0.049708,0.5480,0.2281,real,other
Raph1,-0.150693,-0.001571,0.1394,0.0169,real,other
Ino80d,-0.298497,0.025379,0.3675,0.0911,real,other
Ndufs1,-0.046954,0.342020,0.6088,0.1106,real,other
Gpr1,0.000347,0.125809,0.3549,0.0162,real,other
Prelid1,0.161686,0.113140,0.4268,0.0358,real,other
Dytn,-0.142774,-0.011268,0.1062,0.0175,complex,other
Mdh1b,0.171509,0.085787,0.3909,0.0399,real,other
4933402D24Rik,-0.037431,0.086818,0.3140,0.0099,real,other
Klf7,0.018304,0.496360,0.7137,0.2501,real,other
Mettl21a,0.064294,0.319137,0.5980,0.1044,real,other
Fzd5,0.015499,0.034395,0.1934,0.0012,real,other
Plekhm3,-0.017317,0.026365,0.1713,0.0003,real,other
Rpl10a,0.170300,0.387055,0.7131,0.1978,real,other
Akr1cl,0.102769,-0.027342,0.1654,0.0088,complex,other
Crygd,-0.415934,-0.324164,0.5694,0.1408,complex,other
Crygc,-0.380439,0.111801,0.5749,0.1986,real,other
Crygb,-0.433654,-0.290504,0.5390,0.1849,complex,other
Cryga,-0.467571,-0.027907,0.3973,0.2063,real,other
D630023F18Rik,-0.398434,-0.233437,0.4832,0.1545,complex,other
Idh1,0.133932,0.285684,0.6056,0.1108,real,metabolic
Gm10558,-0.069881,0.017198,0.1707,0.0048,real,other
Kansl1l,0.095600,0.226941,0.5266,0.0528,real,other
Acadl,0.186178,0.046779,0.3286,0.0402,real,other
Myl1,0.065091,-0.050258,0.2242,0.0049,complex,other
Lancl1,0.261817,0.315829,0.7079,0.2388,real,other
Erbb4,0.768910,-0.180720,0.4251,0.4239,complex,other
Ikzf2,-0.135293,0.043668,0.2873,0.0206,real,other
Bard1,0.064829,0.399315,0.6652,0.1729,real,other
Abca12,-0.056929,0.451767,0.7012,0.2035,real,other
Acp1,0.064320,0.533196,0.7631,0.3293,real,other
Fn1,0.551738,-0.200736,0.4480,0.2424,complex,other
Mreg,1.359146,-0.658919,0.8117,0.8353,complex,other
Pecr,0.142944,0.079722,0.3627,0.0172,real,other
March4,-0.093176,-0.050250,0.2242,0.0103,complex,other
Ankar,0.167081,0.000132,0.1679,0.0262,real,other
Igfbp5,0.650317,-0.350099,0.5917,0.2407,complex,other
Tnp1,0.091628,-0.415537,0.6446,0.1454,complex,other
Tns1,0.802212,-0.213115,0.4616,0.4612,complex,other
Cxcr1,-0.225121,0.290582,0.6632,0.1734,real,other
Aamp,0.422089,0.192019,0.6974,0.3313,real,other
Tmbim1,-0.169584,0.364620,0.6946,0.1647,real,other
Usp37,-0.310713,0.089122,0.4919,0.1228,real,other
Zfp142,-0.183991,0.190365,0.5379,0.0812,real,other
Rnf25,-0.419368,0.096572,0.5846,0.2217,real,other
Prkag3,-0.204414,0.281424,0.6425,0.1532,real,other
Fev,-0.326825,0.217036,0.6571,0.1821,real,other
Cryba2,0.003651,0.410478,0.6425,0.1684,real,other
Mir375,0.158405,-0.050712,0.2252,0.0234,complex,other
Ccdc108,-0.134714,-0.009131,0.0956,0.0131,complex,other
Ihh,0.086870,0.457740,0.7214,0.2088,real,other
Nhej1,0.905590,-0.285606,0.5344,0.5422,complex,other
Slc23a3,-0.076801,0.107432,0.3684,0.0040,real,other
Cnppd1,0.158157,0.189989,0.5221,0.0639,real,other
Abcb6,0.112841,0.311925,0.6178,0.1049,real,other
Atg9a,-0.482438,-0.016130,0.4463,0.2308,real,other
Glb1l,0.095901,0.424027,0.7009,0.1899,real,other
Tuba4a,0.772586,-0.149400,0.3865,0.4470,complex,other
Ptprn,0.172791,-0.037796,0.1944,0.0260,complex,other
Resp18,0.003312,-0.142206,0.3771,0.0195,complex,other
Dnpep,0.087424,0.221438,0.5163,0.0525,real,other
Chpf,-0.068420,-0.398015,0.6309,0.1632,complex,other
Obsl1,-0.137336,0.187157,0.5067,0.0580,real,other
Epha4,-0.150781,0.075322,0.3600,0.0286,real,other
Pax3,-0.121039,-0.092476,0.3041,0.0098,complex,other
Farsb,0.272998,0.287129,0.6895,0.2238,real,other
BC035947,0.264894,-0.373289,0.6110,0.1606,complex,other
Ube2v1,0.219849,0.188330,0.5576,0.1058,real,other
Scg2,0.280625,-0.200311,0.4476,0.0864,complex,other
Ap1s3,-0.269167,-0.060804,0.2466,0.0667,complex,other
Wdfy1,-0.152221,-0.069824,0.2642,0.0187,complex,other
Serpine2,0.705558,-0.156201,0.3952,0.3622,complex,other
Slc25a5,0.667335,-0.090773,0.4771,0.3373,real,other
Fam124b,0.308706,-0.355025,0.5958,0.1838,complex,other
Cul3,0.386433,0.128046,0.5999,0.1745,real,other
Dock10,-0.240512,-0.153534,0.3918,0.0638,complex,other
Plscr1,0.310963,0.201492,0.6305,0.1655,real,other
Col4a4,-0.264349,0.207412,0.6064,0.1523,real,other
Tm4sf20,-0.036868,0.593371,0.7890,0.3453,real,other
